0,0
0.098,3.3559
0.198,6.8677
0.298,10.399
0.398,13.959
0.498,17.558
0.598,21.205
0.698,24.91
0.798,28.683
0.898,32.533
0.998,36.47
1.098,40.502
1.198,44.639
1.297,24.257
1.397,21.539
1.497,18.489
1.597,15.272
1.697,12.026
1.797,8.8395
1.897,5.5674
1.997,5.4712
2.097,5.4182
2.196,54.99
2.296,59.544
2.396,0
2.495,4.6609
2.595,4.6609
2.695,4.6609
2.795,4.6609
2.895,4.6609
2.995,4.6609
3.094,59.885
3.194,64.591
3.294,69.427
3.394,73.413
3.494,77.344
3.594,81.22
3.694,83.333
3.793,11.737
3.893,11.737
3.993,11.737
4.093,11.737
4.193,11.737
4.293,11.737
4.393,11.737
4.493,11.737
4.593,0
4.693,0
4.793,0
4.892,7.5163
4.992,7.5163
5.092,7.5163
5.192,7.5163
5.292,7.5163
5.392,7.5163
5.492,7.5163
5.591,73.581
5.691,77.51
5.791,81.383
5.891,0
5.99,7.5619
6.09,7.5619
6.19,7.5619
6.29,7.5619
6.39,7.5619
6.49,7.5619
6.59,7.5619
6.69,7.5619
6.79,7.5619
6.89,7.5619
6.99,7.5619
7.09,7.5619
7.19,7.5619
7.29,7.5619
7.39,7.5619
7.49,7.5619
7.59,7.5619
7.69,7.5619
7.79,7.5619
7.89,0
7.99,0
8.09,0
8.189,4.5659
8.289,4.5659
8.389,4.5659
8.489,4.5659
8.589,4.5659
8.689,4.5659
8.789,4.5659
8.889,4.5659
8.989,4.5659
9.089,4.5659
9.189,4.5659
9.289,0
9.389,0
9.489,0
9.589,0
9.689,0
9.789,0
9.888,1.3847
9.988,1.3847
10.088,1.3847
10.188,1.3847
10.288,1.3847
10.388,1.3847
10.488,1.3847
10.587,29.808
10.687,33.682
10.787,37.646
10.887,41.708
10.987,45.878
11.087,50.163
11.187,0
11.286,2.7371
11.386,2.7371
11.486,2.7371
11.586,2.7371
11.686,2.7371
11.786,2.7371
11.886,2.7371
11.986,2.7371
12.086,2.7371
12.185,43.567
12.285,47.788
12.385,0
12.485,0
12.585,0
12.684,1.9111
12.784,1.9111
12.884,1.9111
12.984,1.9111
13.084,1.9111
13.184,1.9111
13.284,1.9111
13.383,37.147
13.483,41.196
13.583,45.352
13.683,49.622
13.783,0
13.883,0
13.982,2.4029
14.082,2.4029
14.182,2.4029
14.282,2.4029
14.382,2.4029
14.482,2.4029
14.582,2.4029
14.682,2.4029
14.782,2.4029
14.882,2.4029
14.981,42.343
15.081,46.53
15.181,0
15.28,2.0236
15.38,2.0236
15.48,2.0236
15.58,2.0236
15.68,2.0236
15.78,2.0236
15.88,2.0236
15.98,2.0236
16.08,2.0236
16.18,2.0236
16.28,2.0236
16.379,39.934
16.479,44.056
16.579,48.29
16.679,52.644
16.779,57.128
16.879,61.748
16.979,66.513
17.079,71.027
17.179,0
17.278,5.8396
17.378,5.8396
17.478,5.8396
17.578,5.8396
17.678,5.8396
17.778,5.8396
17.878,5.8396
17.978,5.8396
18.078,5.8396
18.177,65.285
18.277,70.009
18.376,7.9381
18.476,7.9381
18.576,7.9381
18.676,7.9381
18.776,7.9381
18.876,7.9381
18.976,7.9381
19.076,7.9381
19.176,0
19.276,0
19.376,0
19.476,0
19.575,3.2065
19.675,3.2065
19.775,3.2065
19.875,3.2065
19.974,48.329
20.074,52.685
20.174,57.169
20.274,61.791
20.373,27.637
20.473,24.79
20.573,21.832
20.673,18.862
20.773,15.971
20.873,13.249
20.973,10.797
21.073,8.7955
21.172,70.964
21.272,74.929
21.372,78.839
21.472,82.693
21.571,32.595
21.671,29.999
21.771,27.447
21.871,24.994
21.971,22.694
22.07,83.333
22.17,83.333
22.27,0
22.37,0
22.47,0
22.57,0
22.67,0
22.77,0
22.869,4.2498
22.969,4.2498
23.069,4.2498
23.169,4.2498
23.269,4.2498
23.369,4.2498
23.469,4.2498
23.568,55.008
23.668,0
23.767,3.8125
23.867,3.8125
23.967,3.8125
24.067,3.8125
24.167,3.8125
24.267,3.8125
24.366,52.015
24.466,56.479
24.566,61.079
24.666,65.823
24.766,70.456
24.866,74.428
24.966,78.345
25.066,82.206
25.166,0
25.266,0
25.366,0
25.466,0
25.566,0
25.665,3.3677
25.765,3.3677
25.865,3.3677
25.965,3.3677
26.065,3.3677
26.165,3.3677
26.264,51.722
26.364,56.177
26.463,29.257
26.563,26.614
26.663,23.735
26.763,20.733
26.863,17.714
26.962,67.785
27.062,72.07
27.161,7.8447
27.261,7.8447
27.361,7.8447
27.461,7.8447
27.561,7.8447
27.66,72.647
27.76,76.589
27.859,44.577
27.959,42.652
28.059,40.476
28.159,38.111
28.259,35.615
28.358,83.333
28.458,83.333
28.558,83.333
28.658,83.333
28.758,83.333
28.858,83.333
28.958,83.333
29.058,83.333
29.158,83.333
29.258,83.333
29.358,83.333
29.458,83.333
29.558,83.333
29.658,83.333
29.758,83.333
29.858,83.333
29.958,83.333
30.058,83.333
30.158,83.333
30.258,83.333
30.358,83.333
30.458,83.333
30.558,83.333
30.658,83.333
30.758,0
30.858,0
30.958,0
31.058,0
31.158,0
31.257,16.065
31.357,16.065
31.457,16.065
31.557,16.065
31.657,16.065
31.757,16.065
31.857,0
31.957,0
32.057,0
32.157,0
32.257,0
32.357,0
32.456,3.4714
32.556,3.4714
32.656,3.4714
32.756,3.4714
32.856,3.4714
32.955,51.879
33.055,56.339
33.154,4.6371
33.254,4.6371
33.354,4.6371
33.454,4.6371
33.553,58.492
33.653,63.154
33.753,67.963
33.852,63.06
33.952,65.027
34.052,66.625
34.152,67.834
34.252,68.641
34.352,69.395
34.452,70.043
34.552,70.381
34.652,70.417
34.752,70.16
34.852,69.627
34.952,68.836
35.052,67.809
35.152,66.571
35.252,65.148
35.352,63.568
35.452,61.861
35.552,60.054
35.652,0
35.752,0
35.852,0
35.952,0
36.052,0
36.152,0
36.252,0
36.352,0
36.451,4.7617
36.551,4.7617
36.651,4.7617
36.751,4.7617
36.851,4.7617
36.951,4.7617
37.051,4.7617
37.151,4.7617
37.251,4.7617
37.35,60.599
37.45,65.327
37.549,6.1281
37.649,6.1281
37.749,6.1281
37.849,6.1281
37.949,6.1281
38.048,65.283
38.148,70.007
38.248,73.985
38.348,77.908
38.448,81.776
38.548,83.333
38.648,83.333
38.748,83.333
38.848,83.333
38.948,83.333
39.048,83.333
39.148,83.333
39.248,83.333
39.347,72.674
39.447,71.584
39.547,70.314
39.647,68.889
39.747,67.335
39.847,65.678
39.947,63.944
40.047,0
40.147,0
40.247,0
40.347,0
40.446,12.243
40.546,12.243
40.646,12.243
40.746,12.243
40.846,12.243
40.946,0
41.046,0
41.146,0
41.245,7.1658
41.345,7.1658
41.445,7.1658
41.545,7.1658
41.645,7.1658
41.745,7.1658
41.845,7.1658
41.945,7.1658
42.044,72.136
42.144,0
42.243,6.6436
42.343,6.6436
42.443,6.6436
42.542,68.063
42.642,72.296
42.742,76.243
42.842,80.135
42.942,83.333
43.041,61.646
43.141,61.074
43.241,60.195
43.341,59.034
43.441,57.622
43.541,55.991
43.641,54.179
43.741,52.221
43.841,50.156
43.941,48.021
44.04,83.333
44.14,83.333
44.24,83.333
44.34,83.333
44.44,0
44.54,0
44.639,14.601
44.739,14.601
44.839,14.601
44.939,14.601
45.039,14.601
45.139,14.601
45.239,14.601
45.339,14.601
45.439,14.601
45.539,14.601
45.639,14.601
45.739,14.601
45.838,83.333
45.938,83.333
46.037,83.333
46.137,83.333
46.237,83.333
46.337,83.333
46.437,83.333
46.537,83.333
46.637,83.333
46.737,83.333
46.837,83.333
46.937,83.333
47.037,83.333
47.137,83.333
47.237,83.333
47.337,83.333
47.437,83.333
47.536,83.333
47.636,83.333
47.736,83.333
47.836,83.333
47.936,83.333
48.036,0
48.136,0
48.236,0
48.336,0
48.436,0
48.536,0
48.636,0
48.736,0
48.835,7.0685
48.935,7.0685
49.035,7.0685
49.135,7.0685
49.235,7.0685
49.335,0
49.435,0
49.535,0
49.635,0
49.735,0
49.834,2.6562
49.934,2.6562
50.034,2.6562
50.134,2.6562
50.234,2.6562
50.333,42.266
50.433,46.533
50.533,50.837
50.633,55.266
50.732,3.9795
50.832,3.9795
50.932,3.9795
51.032,3.9795
51.132,3.9795
51.232,3.9795
51.332,3.9795
51.432,3.9795
51.532,3.9795
51.632,0
51.732,0
51.832,0
51.932,0
52.031,1.9562
52.131,1.9562
52.231,1.9562
52.331,1.9562
52.431,1.9562
52.531,1.9562
52.63,36.183
52.73,40.208
52.83,44.336
52.93,0
53.029,2.4408
53.129,2.4408
53.229,2.4408
53.329,2.4408
53.429,2.4408
53.529,2.4408
53.629,2.4408
53.729,2.4408
53.829,2.4408
53.929,2.4408
54.028,42.069
54.128,46.249
54.228,0
54.327,2.0253
54.427,2.0253
54.527,2.0253
54.627,2.0253
54.727,2.0253
54.827,2.0253
54.927,2.0253
55.027,2.0253
55.127,2.0253
55.226,37.528
55.326,41.587
55.426,45.753
55.525,3.4798
55.625,3.4798
55.725,3.4798
55.825,3.4798
55.925,3.4798
56.024,49.627
56.124,54.021
56.224,58.546
56.324,63.21
56.423,0
56.523,51.707
56.623,51.611
56.723,51.099
56.823,50.191
56.923,48.92
57.023,47.323
57.122,83.333
57.222,83.333
57.322,83.333
57.422,83.333
57.522,0
57.622,0
57.721,9.7363
57.821,9.7363
57.921,9.7363
58.021,9.7363
58.121,9.7363
58.22,79.206
58.32,0
58.419,9.0351
58.519,9.0351
58.619,9.0351
58.719,9.0351
58.819,0
58.919,0
59.019,0
59.119,0
59.218,48.761
59.318,53.129
59.418,57.627
59.518,62.263
59.618,67.044
59.718,71.463
59.818,75.422
59.918,79.325
60.018,83.172
60.118,83.333
60.218,83.333
60.317,83.333
60.417,83.333
60.517,83.333
60.617,83.333
60.717,83.333
60.817,83.333
60.917,83.333
61.017,83.333
61.117,83.333
61.217,83.333
61.317,83.333
61.417,83.333
61.517,83.333
61.617,83.333
61.717,83.333
61.817,0
61.917,0
62.017,0
62.117,0
62.217,0
62.316,83.333
62.415,11.532
62.515,11.532
62.615,11.532
62.715,11.532
62.815,11.532
62.915,11.532
63.015,11.532
63.115,11.532
63.215,11.532
63.315,11.532
63.415,11.532
63.514,83.333
63.614,83.333
63.714,83.333
63.814,0
63.914,0
64.014,0
64.114,0
64.213,6.3763
64.313,6.3763
64.413,6.3763
64.513,6.3763
64.613,6.3763
64.713,6.3763
64.813,0
64.913,0
65.013,0
65.112,3.7109
65.212,3.7109
65.312,3.7109
65.412,3.7109
65.512,3.7109
